USDA_Species_Code,Species,Sample_ID,Machine_name,Sample_Date,Time,QC,Patm,A,Qin,RHs,CO2s,Tleaf,Ci
ERAN6,Eriophorum angustifolium,1818,Bernie,20160709,12:27:39,,100.7590942,0.740575607,50.31697083,51.97653198,389.8559875,14.49954987,368.0334086
ERAN6,Eriophorum angustifolium,1818,Bernie,20160709,12:30:22,,100.7566223,-0.266475268,19.14334679,50.44009399,389.8484497,14.81330872,391.5791873
ERAN6,Eriophorum angustifolium,1818,Bernie,20160709,12:31:18,,100.7572556,-0.638096957,0.631237805,50.42835617,390.1068115,14.86883259,400.7729443
ERAN6,Eriophorum angustifolium,1818,Bernie,20160709,12:34:32,1,100.7533951,3.589580533,1499.24585,55.42478943,389.926239,14.82266235,151.6988732
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,11:50:09,1,100.6762924,20.30472148,1999.835449,67.39131165,390.0259705,14.94658947,293.7093041
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,12:55:20,1,100.6550751,15.14219115,2000.43689,76.13191986,390.4116211,14.99398136,243.4928698
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:00:31,,100.6508636,14.87649446,2000.633179,73.00162506,390.0922546,14.9427557,294.7439596
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:03:15,,100.649826,14.46721466,1499.760742,70.36467743,390.0802917,14.79117393,282.5264542
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:05:15,,100.6487274,13.9064448,1249.111816,67.9943161,390.0411682,14.83419704,285.6210639
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:07:04,,100.6494293,13.50527927,999.696106,66.52441406,389.861969,14.79151058,288.1707221
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:09:11,,100.6462479,11.95396792,749.2925415,64.56260681,390.0012207,14.80197525,305.7341849
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:11:22,,100.6454926,9.843180324,499.4531555,63.21959305,390.030365,14.81683254,320.5768909
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:12:33,,100.6461563,5.280708959,249.69487,62.89451218,389.9372253,14.89446545,352.7040907
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:13:25,,100.6435318,4.022585275,200.276825,62.58335495,390.0502014,14.84303093,360.1205077
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:15:29,,100.6401367,2.831723673,148.8621826,61.43206787,389.8986511,14.81753635,368.3041365
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:16:00,,100.6396484,1.314189869,98.52222443,61.82249069,390.4967651,14.83437634,378.9679776
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:16:36,,100.6385727,0.071367543,75.17809296,61.68005753,390.4255066,14.80015945,387.2642526
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:17:24,,100.635582,-0.747929644,49.6226387,61.05971527,390.091156,14.82853317,392.935338
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:19:10,,100.631897,-2.010267612,21.20880127,59.25492859,390.263031,14.81602669,402.2529611
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:20:02,,100.6306686,-2.495396876,0.870994568,59.26659775,390.0145569,14.77150536,406.6154259
ERAN6,Eriophorum angustifolium,1819,Derek,20160709,13:23:23,1,100.6332474,15.54745673,1499.86438,77.42124939,390.0868835,14.6269722,133.1261146
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,12:55:50,,100.6392746,14.33929834,1999.804321,65.65400696,390.2216187,15.19577312,261.2084867
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,12:56:28,,100.63871,14.23991572,1500.169678,65.23639679,390.0027771,14.83854008,262.4898075
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,12:59:15,,100.6346283,14.01003274,1250.667725,62.00840759,390.1225281,14.85609055,275.975546
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:00:26,,100.6330261,13.27372091,1000.753296,60.85005951,389.8729553,14.80390644,281.8333621
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:02:12,,100.6326828,11.42496491,748.7027588,59.76208878,390.0319824,14.84229374,300.479316
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:03:25,,100.6320114,8.598211287,498.7100525,58.26345062,389.9797974,14.85652924,323.9956408
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:05:43,,100.6304932,5.202596877,249.4364624,58.12759399,390.0969849,14.87145329,346.884179
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:06:28,,100.630394,4.026540332,200.6839752,57.92990875,390.4387512,14.86504555,356.2253108
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:07:20,,100.6294708,3.265072035,150.3187714,58.17008972,390.07547,14.9298296,362.138374
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:08:25,,100.6247253,1.566224582,100.821991,58.06825256,390.2114868,14.90490341,375.4635581
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:08:57,,100.62854,0.881861051,75.50380707,58.0754776,390.3410645,14.88228798,380.5330124
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:09:41,,100.6289749,-0.617393879,49.03824615,58.4028511,390.3374023,14.91639519,391.7317055
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:13:02,,100.6269836,-0.96806165,20.10891151,57.9415741,389.7580261,14.96260452,393.9430317
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:13:45,,100.6245117,-2.020772391,1.483709335,58.13484955,390.1285095,14.96382427,402.0831509
ERAN6,Eriophorum angustifolium,1820,Andy,20160709,13:16:11,1,100.618988,13.45013855,1500.062988,70.61251831,389.6915588,14.93757915,240.1678349
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:06:46,1,100.7300034,14.97775001,1498.617065,64.5816803,390.0007324,15.28719997,284.6708639
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:30:29,1,100.7071991,13.72548045,1500.454224,70.73296356,390.3454285,14.62823486,269.5044943
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:34:28,,100.7050323,13.89502176,2000.932007,74.01332855,389.9680786,15.23061466,207.407079
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:35:05,,100.7031555,13.48705768,1499.224243,74.02593994,389.9371033,14.88845539,223.8438754
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:38:26,,100.6993713,12.38958382,1251.302002,69.62038422,389.8566284,14.47282314,271.0046965
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:40:40,,100.6962585,10.68420326,1001.017456,64.91999817,390.1531372,14.81203079,297.6984128
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:42:21,,100.6980896,9.819832969,749.1618652,63.02080917,390.1126404,14.86021996,305.0453066
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:43:25,,100.6980133,8.378433739,500.6208496,61.53041458,390.0687256,14.81359673,317.5885921
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:45:32,,100.6991425,5.12975622,248.9560699,58.74778366,390.0975952,14.81020451,343.8380285
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:46:18,,100.6991196,4.026947816,200.6112213,58.03572845,390.0315857,14.92600536,352.3660769
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:47:07,,100.6985931,2.918224671,150.4609222,57.72844315,390.1474304,14.8085146,361.6007974
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:48:32,,100.7006531,1.51496008,99.3345871,56.44971085,390.0713196,14.814991,373.6587071
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:49:04,,100.6980591,0.580584981,75.2881012,56.19771576,390.429718,15.13814163,381.3036147
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:49:48,,100.6969376,-0.296177229,49.81871033,57.08395004,390.2729797,15.12334633,388.815209
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:50:19,,100.6998901,-1.262302537,20.49597931,57.73497391,390.2453003,14.9946394,397.6407452
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:50:56,,100.7004395,-2.210359115,0.650241256,57.50408173,390.354248,14.96007347,405.9441585
ERAN6,Eriophorum angustifolium,1821,Bernie,20160709,13:52:42,1,100.7007065,8.852565508,1500.551147,66.0769043,389.6193237,15.11032677,281.0363997
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,11:15:58,1,100.5409851,15.71521108,1998.449341,62.25508881,389.8541565,14.98435688,225.3992871
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,11:58:49,,100.5486221,10.25493091,1998.967773,64.59588623,389.9787903,14.85386086,266.2714525
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:00:26,,100.5496216,9.349484246,1499.922119,62.4909668,389.8126831,14.860322,288.4813859
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:00:57,,100.5509186,9.287868597,1249.102905,62.3111496,389.9911804,14.87787628,285.7491742
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:01:31,,100.5512695,8.5668876,1000.19397,61.75434113,390.1940613,14.83915329,295.7746674
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:04:24,,100.5580826,7.024384662,750.9136963,59.23004913,390.0579529,14.82578373,300.4770526
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:06:03,,100.5614624,6.413532945,498.9068909,57.49969101,389.9822998,14.81304359,316.1208103
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:06:52,,100.5666656,5.021076814,375.9257507,56.81915665,390.0636902,14.91130829,331.5328939
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:07:40,,100.566246,2.751894573,249.137146,56.61411285,390.1157837,14.9656992,356.9296381
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:10:05,,100.5673752,4.203670841,199.4085388,61.80377197,389.980011,14.92235661,309.1337816
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:13:26,,100.5668869,3.194457383,150.8535614,59.38821411,389.99823,14.67552185,342.9374209
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:14:51,,100.5624084,1.652888747,100.4876556,58.36462784,390.0904541,14.81032181,366.6083321
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:15:22,,100.5626373,0.807418663,74.60002899,58.11371994,390.1458435,14.86472225,376.2724696
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:15:55,,100.5629349,-0.078305574,49.08824539,58.0430069,390.1752625,14.93294621,387.5970959
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:16:29,,100.5641861,-0.881417204,20.63941956,57.96279144,390.2130737,14.93630981,398.6692594
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:17:07,,100.5642548,-1.368401625,0.464580864,57.88155746,389.9749451,14.91110134,405.7585235
ERAN6,Eriophorum angustifolium,1827,Derek,20160710,12:19:22,1,100.5607376,8.848693309,1998.898071,67.72010803,389.7494202,15.09050179,-4.20752549
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:29:18,1,100.516983,15.07644865,1998.533081,85.14512634,379.7899475,14.9783659,184.4357529
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:32:34,,100.5240707,15.25325323,1998.990845,82.34718323,379.9240723,15.16789436,181.76083
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:33:18,,100.5228195,14.11607721,1500.105469,82.28855133,380.1231689,14.80912399,230.1080336
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:35:48,,100.5247345,12.83571589,1249.200562,78.93894958,380.1094971,14.88237858,266.7151545
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:36:51,,100.5241928,11.68018132,999.8945923,78.69815826,380.3382874,15.01434135,263.9101021
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:37:33,,100.5250092,10.55872404,750.4754639,79.40170288,379.9403992,14.99815655,274.7947904
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:38:19,,100.5263138,7.95656605,501.3601379,79.33686066,380.5506592,14.91063404,297.5360442
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:40:33,,100.5218201,6.063755218,249.6495514,82.31652069,380.0845642,14.91835499,258.1590867
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:43:54,,100.516304,4.081423401,200.2035828,75.14054871,380.1263428,14.50713921,332.0939144
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:47:15,,100.5217743,2.058188676,150.6414795,68.07308197,380.1813354,14.78803921,361.9828005
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:49:37,,100.5234604,0.132815417,99.37870026,65.89444733,379.8688354,14.94034004,376.17706
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:50:09,,100.5237503,-0.683359907,74.45384216,65.76594543,380.2948303,14.89417648,382.975782
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:50:46,,100.5238647,-1.071093787,50.05585098,65.05152893,380.1695862,14.92921829,385.2244161
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:51:29,,100.5243301,-2.275174821,20.83056641,64.58979797,380.2677002,14.93108749,394.0900236
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:52:18,,100.5245209,-3.725324169,0.566619515,64.33500671,380.2900085,14.85822678,402.6823843
ERAN6,Eriophorum angustifolium,1828,Andy,20160710,11:53:55,1,100.5272293,10.82316042,1999.19104,79.61279297,379.0013733,15.00412941,57.36789108
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:00:05,1,100.6248093,17.63584329,1999.674561,58.88031006,381.5942993,14.6851902,297.5821396
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:11:02,,100.6219025,17.50630273,2000.014893,58.80046844,382.1877441,14.98954582,264.1701968
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:14:23,,100.6197205,15.53487392,1499.851074,56.22340775,390.5948181,14.89364052,290.4994391
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:14:56,,100.6206131,15.04656757,1250.814941,56.09370804,390.0726624,14.82268238,290.3953269
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:16:22,,100.6175232,14.41716306,1000.362122,54.8403244,389.9584961,14.80571938,291.9188192
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:18:07,,100.6160507,12.79363626,750.3757935,53.93434143,390.1470947,14.82846451,302.2985531
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:19:13,,100.6151047,10.03025686,499.0507813,53.51618195,389.9623413,14.94425106,320.7181754
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:20:15,,100.6184006,4.625769847,249.1401367,53.36844635,390.1432495,14.93868065,354.7387032
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:20:46,,100.6191864,4.099568888,200.8373871,53.38222885,390.3163452,14.91977215,358.169436
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:21:28,,100.6168747,3.410874605,151.1209259,53.48714447,390.0396423,15.05270767,362.9268447
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:24:35,,100.6146164,2.609452962,98.90136719,58.99866486,389.8178101,15.10395813,363.3906449
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:25:07,,100.6170807,1.081974585,75.73789978,59.08498764,390.2169495,15.03503513,376.7367202
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:25:39,,100.6146774,0.784721788,49.59785461,59.36355972,390.2305298,15.00386906,379.5112529
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:26:10,,100.61689,-0.941284998,20.29289436,59.58704376,390.4560852,14.93339539,395.2095909
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:27:10,,100.6163864,-1.707219476,0.537775338,60.09474564,390.038147,14.86909485,401.7305897
ERAN6,Eriophorum angustifolium,1829,Bernie,20160710,11:29:26,1,100.6162491,13.49548017,1499.423828,66.61196899,389.3128357,15.09449387,251.6462177
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,11:38:34,1,100.622139,18.04279686,1992.328125,68.24149323,390.223053,15.83916092,196.0188587
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,11:57:53,1,100.6256714,12.93777792,2000.329834,64.09918213,390.0446167,14.97123718,247.6350452
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,11:59:33,,100.6248856,12.96090686,2000.204834,64.05516052,390.0392761,14.99084759,246.6537372
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:00:07,,100.6270142,12.38578049,1499.57312,63.51842117,390.1204834,14.81840897,259.9323312
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:03:28,,100.6350479,11.94910567,1250.296387,59.65530014,389.8478088,14.77365398,268.9645939
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:04:55,,100.6380997,11.33073245,999.5884399,58.05326843,389.8520508,14.87310314,281.4960525
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:05:41,,100.6415405,9.897787817,749.5690918,57.37029266,390.3049316,14.80992985,294.4020756
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:07:17,,100.6427536,8.513172341,498.8344727,55.93867874,389.9390869,14.97705936,309.263937
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:09:38,,100.6448059,7.442561552,375.6266174,55.76318741,390.0191956,15.14120388,318.1050164
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:10:43,,100.6490707,5.15188256,249.0370789,55.61977005,389.9179382,15.0839262,336.6711342
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:11:17,,100.6482239,3.873426543,200.6009674,55.59513092,390.1385193,15.06818295,348.108287
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:11:52,,100.6455307,3.307984596,150.544342,55.59793854,390.2014465,15.03040314,353.787924
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:13:49,,100.6405411,2.159909382,101.1804428,58.53725433,390.1051941,14.85521221,361.8893149
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:14:23,,100.6396255,0.992705664,75.24647522,58.32430267,390.1094055,14.82279968,374.7834886
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:15:59,,100.6415558,0.044832769,49.77812576,57.71695709,390.0450134,15.26100922,385.448353
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:18:25,,100.6387939,-1.567725233,20.42939568,55.74540329,390.077179,14.81466866,403.9920555
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:19:22,,100.6392288,-2.110988,0.619898081,55.31871414,390.1263733,14.98474407,408.7619745
ERAN6,Eriophorum angustifolium,1835,Bernie,20160710,12:21:56,1,100.6424179,8.182436175,2000.21106,66.38657379,389.7590332,15.19561291,133.5051521
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:14:16,1,100.5703659,12.51135225,1999.780518,79.96657562,389.8615417,17.70267487,231.2890164
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:24:02,,100.5673904,12.76564889,2000.962646,82.74063873,390.1338806,17.43241692,240.4912498
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:27:23,,100.5670929,12.05324799,1500.240723,83.25609589,390.1901245,16.46823883,242.2521413
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:30:44,,100.567627,11.8744378,1251.041016,83.42527008,389.7970886,16.0993824,243.0789416
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:34:05,,100.5674133,11.56729429,1000.476379,83.09069824,389.8052979,15.51388359,243.8670088
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:35:15,,100.5646667,10.37029286,750.7449341,83.03010559,389.7984009,15.19276237,257.0406384
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:36:24,,100.5620956,8.937125392,500.5872803,82.44551086,389.7054138,14.86257076,278.0016813
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:37:46,,100.564682,7.62826273,374.8146057,80.65575409,390.0202942,14.81116199,319.8458974
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:38:51,,100.5620728,5.383498162,249.1969452,78.16410065,390.0281677,14.84187126,336.3617416
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:39:49,,100.5639877,4.536878901,201.4231567,76.6864624,389.9659424,14.9171772,341.7870115
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:41:22,,100.5659866,3.65610672,149.7172699,75.54427338,389.8761292,14.93016243,346.6508814
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:42:35,,100.5663986,2.160965117,99.25839996,74.82489777,390.012146,14.85926533,361.2885752
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:43:42,,100.5679016,1.140905163,74.66318512,73.60630035,390.1627502,14.86413002,373.4745888
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:44:17,,100.5676575,0.356593975,50.49837494,73.07545471,390.1876831,14.87341976,382.3620633
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:44:53,,100.5681305,-1.151331001,20.40156555,72.51088715,390.7578125,14.90183353,401.440964
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:45:30,,100.5662384,-1.648151906,0.883969545,72.2689209,390.3197937,14.92765903,408.375654
ARLA2,Arctagrostis latifolia,1836,Andy,20160710,14:48:51,1,100.5666351,7.395676786,1998.577881,77.03625488,389.9413757,16.74993706,253.7640933
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,12:14:05,1,100.5444336,8.154037464,2001.445313,76.14366913,380.0257263,15.06848812,266.5260881
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,12:57:25,1,100.5553894,15.82252795,1999.414063,89.1900177,379.9273071,14.73997307,301.3864356
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:13:50,1,100.5631332,14.53530279,1999.769775,80.99841309,389.949646,14.90398407,329.6297912
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:18:37,,100.560936,16.62790915,1999.420288,82.02098846,389.9699402,15.15632153,292.8915201
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:20:15,,100.5611801,15.61674982,1499.262329,80.5201416,390.1720886,14.85391235,308.753179
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:22:11,,100.5597458,14.26657511,1249.950806,77.33950806,390.3096008,14.80077553,316.1208236
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:24:06,,100.5611954,12.95951563,999.6026001,74.52130127,389.967926,14.91589069,321.967519
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:25:01,,100.5628662,11.04893856,750.7436523,73.52922821,390.0237732,14.82652473,331.996024
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:26:04,,100.5628433,8.368485432,500.0368042,71.58677673,390.288269,14.80259705,344.4810122
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:27:14,,100.5607452,6.911301453,375.1964111,70.66676331,389.9830627,14.87436199,351.7427356
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:29:03,,100.560791,4.676521484,250.8153534,69.36475372,390.1960754,14.92795944,361.883413
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:29:49,,100.5625381,3.951721022,199.7681274,69.22937012,390.130127,14.94113255,365.8832069
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:30:27,,100.5606384,2.166933827,150.1419067,69.15033722,390.1904602,14.95331669,375.5058656
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:31:00,,100.5600204,1.054077475,99.08881378,69.10794067,390.5069885,14.91735458,381.9832407
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:32:19,,100.5576401,-0.082568015,74.19790649,69.17155457,389.9535217,15.03378296,387.7805332
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:32:54,,100.5571365,-0.652451856,49.69992065,69.293396,390.0696716,15.10781479,391.020354
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:33:28,,100.5557251,-1.665560742,21.22052002,69.40219879,390.1043701,15.18727016,396.464326
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:35:54,,100.5544739,-2.236666112,0.993454516,72.5055542,389.8234863,15.20271492,400.6408785
ERAN6,Eriophorum angustifolium,1837,Andy,20160710,13:39:15,1,100.5578918,15.40818796,1999.834229,89.55827332,390.0740662,15.71430016,-369.0498023
ERAN6,Eriophorum angustifolium,1838,Mariano,20160710,11:41:48,1,100.45784,17.24977203,2000.438721,80.94821167,389.6081238,15.80231285,529.9697731
ERAN6,Eriophorum angustifolium,1838,Mariano,20160710,12:09:34,1,100.4766998,11.1718966,1998.705444,72.64360046,389.9483643,15.01656723,287.2013128
ERAN6,Eriophorum angustifolium,1838,Mariano,20160710,12:13:14,,100.4756775,11.63713234,1999.992676,73.93256378,389.8498535,15.19535351,228.5236547
ERAN6,Eriophorum angustifolium,1838,Mariano,20160710,12:16:13,,100.4758682,11.15813338,1499.343994,73.33681488,389.9889526,14.80216122,237.6531681
ERAN6,Eriophorum angustifolium,1838,Mariano,20160710,12:17:51,,100.4737701,10.40683836,1249.700928,71.57189178,389.9697266,14.81580257,274.1753575
ERAN6,Eriophorum angustifolium,1838,Mariano,20160710,12:20:36,,100.4753189,9.240828638,999.1793823,68.76237488,390.0244141,14.86703682,297.2366045
ERAN6,Eriophorum angustifolium,1838,Mariano,20160710,12:22:21,,100.4783554,8.887583516,749.2383423,68.61368561,389.8119202,14.81198883,289.9340327
ERAN6,Eriophorum angustifolium,1838,Mariano,20160710,12:24:05,,100.4759827,7.66761832,499.5662842,66.71195221,389.9260864,14.82365417,305.6816066
ERAN6,Eriophorum angustifolium,1838,Mariano,20160710,12:25:37,,100.4763336,6.261096121,375.6966858,65.46451569,390.0170898,14.8426981,318.4792203
